id,pn,title,description,list_price,multiplier,creation_date,edit_date,brand_id,creator_id,editor_id,note
350,430600-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,1749,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
351,430600-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,1032,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
352,430800-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,2835,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
353,430800-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,1588,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
354,431000-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,2466,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
355,431000-BFC10066,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,4743,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
356,431200-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,3576,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
357,431400-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,6011,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
358,431600-11001066,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,17134,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
359,431600-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,8972,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
360,431800-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,10411,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
361,432000-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,12991,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
362,432400-11001466,VÁLVULA MARIPOSA HIGH PERFORMANCE S43,316/17-4,20759,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
363,551000-74603533,FILTRO DE AIRE,,132,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
364,5A0005-126A2536,INDICADOR LIMIT SWITCH,Incluye kit de montaje 5B0000-22651534,159,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
365,630250-21401536,VÁLVULA SOLENOIDE S63,,215,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
366,630250-21410536,VÁLVULA SOLENOIDE S63,,217,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
367,630250-21430536,VÁLVULA SOLENOIDE S63,,217,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
368,700000-22941536,TARJETA SERVOPRO 110V,,682,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
369,700000-22942536,TARJETA SERVOPRO 110V,,498,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
370,700061-113DA536/F,ACTUADOR ELÉCTRICO S70,600,924,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
371,700061-113DB536/F,ACTUADOR ELÉCTRICO S70,600,924,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
372,700201-113DA536/F,ACTUADOR ELÉCTRICO S70,2000,1052,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
373,700201-113DB536/F,ACTUADOR ELÉCTRICO S70,2000,1052,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
374,700651-113DA536/F,ACTUADOR ELÉCTRICO S70,6500,1832,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
375,700651-113DB536/F,ACTUADOR ELÉCTRICO S70,6500,1832,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
376,920480-11300532,ACTUADOR NEUMÁTICO S92/93,,139,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
377,920630-11300532,ACTUADOR NEUMÁTICO S92/93,,139,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
378,920830-11300532,ACTUADOR NEUMÁTICO S92/93,,193,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
379,920930-11300532,ACTUADOR NEUMÁTICO S92/93,,234,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
380,921190-11300532,ACTUADOR NEUMÁTICO S92/93,,342,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
381,921280-11300532,ACTUADOR NEUMÁTICO S92/93,,388,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
382,921600-11300532,ACTUADOR NEUMÁTICO S92/93,,581,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
383,922100-11300532,ACTUADOR NEUMÁTICO S92/93,,1218,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
384,922550-11351532,ACTUADOR NEUMÁTICO S92/93,,2872,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
385,930630-21931536,RESORTES,,9,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
386,930830-21931536,RESORTES,,11,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
387,930920-21931536,RESORTES,,12,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
388,931180-21931536,RESORTES,,18,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
389,931270-21931536,RESORTES,,21,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
390,931600-21931536,RESORTES,,28,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
391,932100-21931536,RESORTES,,63,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
392,932550-21931536,RESORTES,,123,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
393,9FVC0212CVZ,VÁLVULA DE RETENCIÓN S210,S210 / cast Iron A 126 ,128,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
394,9FVC0215DVZ-205,VÁLVULA DE RETENCIÓN S205,S205 / DI,411,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
395,9FVC0215SVZ,VÁLVULA DE RETENCIÓN S210,S210 / A216,238,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
396,9FVC0215XMZ,VÁLVULA DE RETENCIÓN S210,316,345,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
397,9FVC0215XVZ-205,VÁLVULA DE RETENCIÓN S205,S205 / SS316,372,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
398,9FVC02512CVZ,VÁLVULA DE RETENCIÓN S210,S210 / cast Iron A 126 ,150,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
399,9FVC02515DVZ-205,VÁLVULA DE RETENCIÓN S205,S205 / DI,470,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
400,9FVC02515SVZ,VÁLVULA DE RETENCIÓN S210,S210 / A216,279,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
401,9FVC02515XMZ,VÁLVULA DE RETENCIÓN S210,316,442,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
402,9FVC02515XVZ-205,VÁLVULA DE RETENCIÓN S205,S205 / SS316,930,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
403,9FVC0312CVZ,VÁLVULA DE RETENCIÓN S210,S210 / cast Iron A 126 ,183,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
404,9FVC0315DVZ-205,VÁLVULA DE RETENCIÓN S205,S205 / DI,552,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
405,9FVC0315SVZ,VÁLVULA DE RETENCIÓN S210,S210 / A216,345,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
406,9FVC0315XMZ,VÁLVULA DE RETENCIÓN S210,316,457,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
407,9FVC0315XVZ-205,VÁLVULA DE RETENCIÓN S205,S205 / SS316,997,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
408,9FVC0412CVZ,VÁLVULA DE RETENCIÓN S210,S210 / cast Iron A 126 ,212,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
409,9FVC0415DVZ-205,VÁLVULA DE RETENCIÓN S205,S205 / DI,655,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
410,9FVC0415SVZ,VÁLVULA DE RETENCIÓN S210,S210 / A216,412,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
411,9FVC0415XMZ,VÁLVULA DE RETENCIÓN S210,316,561,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
412,9FVC0415XVZ-205,VÁLVULA DE RETENCIÓN S205,S205 / SS316,1192,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
413,9FVC0512CVZ,VÁLVULA DE RETENCIÓN S210,S210 / cast Iron A 126 ,277,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
414,9FVC0515DVZ-205,VÁLVULA DE RETENCIÓN S205,S205 / DI,883,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
415,9FVC0515SVZ,VÁLVULA DE RETENCIÓN S210,S210 / A216,519,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
416,9FVC0515XVZ-205,VÁLVULA DE RETENCIÓN S205,S205 / SS316,1641,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
417,9FVC0612CVZ,VÁLVULA DE RETENCIÓN S210,S210 / cast Iron A 126 ,320,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
418,9FVC0615DVZ-205,VÁLVULA DE RETENCIÓN S205,S205 / DI,985,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
419,9FVC0615SVZ,VÁLVULA DE RETENCIÓN S210,S210 / A216,605,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
420,9FVC0615XMZ,VÁLVULA DE RETENCIÓN S210,316,1088,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
421,9FVC0615XVZ-205,VÁLVULA DE RETENCIÓN S205,S205 / SS316,1918,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
422,9FVC0812CVZ,VÁLVULA DE RETENCIÓN S210,S210 / cast Iron A 126 ,501,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
423,9FVC0815DVZ-205,VÁLVULA DE RETENCIÓN S205,S205 / DI,1533,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
424,9FVC0815SVZ,VÁLVULA DE RETENCIÓN S210,S210 / A216,880,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
425,9FVC0815XMZ,VÁLVULA DE RETENCIÓN S210,316,1403,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
426,9FVC0815XVZ-205,VÁLVULA DE RETENCIÓN S205,S205 / SS316,3357,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
427,9FVC1012CVZ,VÁLVULA DE RETENCIÓN S210,S210 / cast Iron A 126 ,727,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
428,9FVC1015DVZ-205,VÁLVULA DE RETENCIÓN S205,S205 / DI,2125,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
429,9FVC1015SVZ,VÁLVULA DE RETENCIÓN S210,S210 / A216,1233,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
430,9FVC1015XMZ,VÁLVULA DE RETENCIÓN S210,316,2175,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
431,9FVC1015XVZ-205,VÁLVULA DE RETENCIÓN S205,S205 / SS316,4696,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
432,9FVC1212CVZ,VÁLVULA DE RETENCIÓN S210,S210 / cast Iron A 126 ,1068,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
433,9FVC1215DVZ-205,VÁLVULA DE RETENCIÓN S205,S205 / DI,3393,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
434,9FVC1215SVZ,VÁLVULA DE RETENCIÓN S210,S210 / A216,1862,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
435,9FVC1215XMZ,VÁLVULA DE RETENCIÓN S210,316,3655,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
436,9FVC1215XVZ-205,VÁLVULA DE RETENCIÓN S205,S205 / SS316,10035,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,4,1,1,
437,"Cilindro tipo CLP -10-ISO     2""",ACTUADOR NEUMÁTICO P/VÁLV. GUILLOTINA,Aluminio ,613,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,3,1,1,
438,"Cilindro tipo CLP -10-ISO     3""",ACTUADOR NEUMÁTICO P/VÁLV. GUILLOTINA,FE Fdo / Fibra de Vidrio ,744,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,3,1,1,
439,"Cilindro tipo CLP -10-ISO     4""",ACTUADOR NEUMÁTICO P/VÁLV. GUILLOTINA,FE Fdo / Fibra de Vidrio ,951,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,3,1,1,
440,"Cilindro tipo CLP -10-ISO    10""",ACTUADOR NEUMÁTICO P/VÁLV. GUILLOTINA,FE Fdo / Fibra de Vidrio ,2358,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,3,1,1,
441,"Cilindro tipo CLP -10-ISO    6""",ACTUADOR NEUMÁTICO P/VÁLV. GUILLOTINA,FE Fdo / Fibra de Vidrio ,1369,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,3,1,1,
442,"Cilindro tipo CLP -10-ISO    8""",ACTUADOR NEUMÁTICO P/VÁLV. GUILLOTINA,FE Fdo / Fibra de Vidrio ,1917,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,3,1,1,
443,EZ-002D-3C,KIT DE MONTAJE P/VÁLVULA DE BOLA," KIT Ftek 1/2 - 3/4"" S92 63",31,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,2,1,1,
444,EZ-003D-3C,KIT DE MONTAJE P/VÁLVULA DE BOLA," KIT Ftek 1/2"" - 3/4"" S92 83,93",30,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,2,1,1,
445,EZ-004D-3C,KIT DE MONTAJE P/VÁLVULA DE BOLA," KIT Ftek 1 1/2"" - 2"" S92 63",43,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,2,1,1,
446,EZ-005D-3C,KIT DE MONTAJE P/VÁLVULA DE BOLA," KIT Ftek  1 1/2"" - 2"" S92 83-93",48,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,2,1,1,
447,EZ-008D-3C,KIT DE MONTAJE P/VÁLVULA DE BOLA," KIT Ftek 1""  S92 63",29,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,2,1,1,
448,EZ-009D-3C,KIT DE MONTAJE P/VÁLVULA DE BOLA," KIT Ftek 1"" S92 83-93",30,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,2,1,1,
449,EZ-010D-3C,KIT DE MONTAJE P/VÁLVULA DE BOLA,"KIT Ftek  1 1/2""-  2"" S92/119/128",49,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,2,1,1,
450,EZ-011D-3,KIT DE MONTAJE P/VÁLVULA DE BOLA," KIT Ftek 21/2"" -3"" S92/83-93",140,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,2,1,1,
451,EZ-012D-3,KIT DE MONTAJE P/VÁLVULA DE BOLA,"KIT Ftek  21/2-4 ""S92/119-128-160",154,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,2,1,1,
452,EZ-015D-3,KIT DE MONTAJE P/VÁLVULA DE BOLA,"KIT Ftek  6""-8"" ""S92/160-210",233,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,2,1,1,
453,EZ-201D,KIT DE MONTAJE S19,"1""  - 1 1/2"" ",72,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,2,1,1,
454,EZ-204D,KIT DE MONTAJE S19,"2"" ",95,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,2,1,1,
455,EZ-206D,KIT DE MONTAJE S19,"3"" -4"" ",112,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,2,1,1,
456,EZ-207D,KIT DE MONTAJE S19,"6""",131,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,2,1,1,
457,EZ-209D,KIT DE MONTAJE S19,"8""-10""",115,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,2,1,1,
458,Kit de 2 sensores inductivos ,KIT SENSORES INDUCTIVOS,,152,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,3,1,1,
459,"Sistema de Bloqueo para   10""",SISTEMA DE BLOQUEO,"Sistema de Bloqueo para   10""",147,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,3,1,1,
460,"Sistema de Bloqueo para   2""",SISTEMA DE BLOQUEO,"Sistema de Bloqueo para   2""",132,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,3,1,1,
461,"Sistema de Bloqueo para   3""",SISTEMA DE BLOQUEO,"Sistema de Bloqueo para   3""",132,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,3,1,1,
462,"Sistema de Bloqueo para   4""",SISTEMA DE BLOQUEO,"Sistema de Bloqueo para   4""",132,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,3,1,1,
463,"Sistema de Bloqueo para   6""",SISTEMA DE BLOQUEO,"Sistema de Bloqueo para   6""",132,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,3,1,1,
464,"Sistema de Bloqueo para   8""",SISTEMA DE BLOQUEO,"Sistema de Bloqueo para   8""",147,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,3,1,1,
465,SLEEVE ADAPTER A2,SLEEVE ADAPTER A2,SLEEVE ADAPTER A2 (A1 + C1),30,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
466,SLEEVE ADAPTER D3,SLEEVE ADAPTER D3,SLEEVE ADAPTER D3 (D1 + E2),,"0,46",2021-01-21 20:03:29.738920,2021-01-21 20:03:29.739024,1,1,1,
